tweetID,final_label1,hate_auto_label1,expliciteHateType1,hatecategory1,highlighted_terms1,highlighted_terms_label1,ImplicithateType1,Implicittaret1,rationale1,final_label2,hate_auto_label2,expliciteHateType2,hatecategory2,highlighted_terms2,highlighted_terms_label2,ImplicithateType2,Implicittaret2,rationale2,final_label3,hate_auto_label3,expliciteHateType3,hatecategory3,highlighted_terms3,highlighted_terms_label3,ImplicithateType3,Implicittaret3,rationale3,majority_label,majority_label_auto,auto_manual_agrees
870741641795129345,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RELIGION,assworship;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,Religion,,0,0,True
870522283890155521,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,DEROGATORY LANGUAGE,NONE,fuck;bitches;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,NONE,NONE,,0,0,True
876007582112129024,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,INCITE VIOLENCE,GROUP:RACE,"if you fire 120000 Christians,;",INCITE VIOLENCE;,INCITE VIOLENCE,christians,,0,0,True
873913118631620610,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,color ;,GROUP:GENDER;,NONE,none,,0,0,True
875031248783253510,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872763589920256000,0,0,DEROGATORY LANGUAGE,NONE,Russian mature Fuck ;Slutty Mate;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,INDIVIDUAL,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871154151610351617,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,queers;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,insulting a group ,,1,1,INCITE VIOLENCE,GROUP:RACE,fellow ;,INCITE VIOLENCE;,INCITE VIOLENCE,violence,,1,1,True
875981204113293312,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,racist;backdoor bitch;farrah;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;GROUP:GENDER;,DEROGATORY LANGUAGE,individual,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,bitch;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,other,,1,1,True
873349307709087744,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,None,,0,0,True
873256823318388736,1,1,DEROGATORY LANGUAGE,GROUP:RACE,RUSSIAN;BITCH;,GROUP:RACE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,RUSSIAN HOOKERS;LEAKERS; BITCH;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,targeting russians ,,0,0,NONE,NONE,,,NONE,NONE,,1,1,True
872051913033777152,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
873032658741108737,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,GROUP:BODY,lettin shit slide jus bc I didn't wanna loose that person;,GROUP:BODY;,NONE,lettin shit slide jus bc I didn't wanna loose that person,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875031739525193728,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,racist;e's B;,GROUP:RACE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,group race,,0,0,DEROGATORY LANGUAGE,NONE,e's B;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,Can't tell,,0,0,True
874217180497367040,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,you ;,GROUP:GENDER;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873077877532577793,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,INCITE VIOLENCE,NONE,I cut my ears off because I'm not passive-aggressive.;,INCITE VIOLENCE;,INCITE VIOLENCE, I cut my ears off because I'm not passive-aggressive.,,0,0,True
872567850166173696,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,fucking retards;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,conflication ;,GROUP:BODY;,NONE,none,,0,0,True
875803403364052992,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871763374257909761,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,None,,0,0,True
869974050621317120,0,0,NONE,NONE,We ;,GROUP:BODY;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
874422365878337536,0,0,NONE,NONE,you ;,GROUP:GENDER;,NONE,none,,0,0,NONE,GROUP:OTHER,faggot lover;,GROUP:RACE;,NONE,NONE,,1,0,NONE,GROUP:SEXUAL_ORIENTATION,homophobic ;,GROUP:SEXUAL_ORIENTATION;,NONE,sexual orientation,,0,0,True
873235306538975232,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,slave;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,other,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
874518700648538112,0,0,NONE,NONE,;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870440390117048320,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,nigga;shit;,GROUP:RACE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,,0,0,True
871035331184914432,0,0,NONE,GROUP:IDEOLOGY,racist;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873151042984308736,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
875523504879407104,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
874147064321499137,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
874518813882142720,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875929622554324993,1,1,INCITE VIOLENCE,GROUP:SEXUAL_ORIENTATION,Pussy ;,INCITE VIOLENCE;,INCITE VIOLENCE,violence,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
869593941812756480,0,0,NONE,NONE,,,NONE,none,,1,1,NONE,GROUP:IDEOLOGY,d;,GROUP:BODY;,DEROGATORY LANGUAGE,religion,,0,0,NONE,GROUP:IDEOLOGY,white supremacy;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,True
871318459275251712,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,"is, it's fucking ;",DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,insulting a group,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,n't Mus;t's fucking t;,GROUP:IDEOLOGY;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,Muslims,,1,1,True
872588402264346624,1,1,DEROGATORY LANGUAGE,GROUP:RELIGION,perverse;deception;Muslims;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;GROUP:RELIGION;,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,perverse ;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,True
871237844739796994,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,racist;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,Trump,,0,0,True
875588176840085507,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871302097311891456,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872582593119739906,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,with ;,GROUP:GENDER;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871659263260807168,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
870499412362932225,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,Tweet just uses expletive,0,0,True
875803931846340608,1,1,DEROGATORY LANGUAGE,GROUP:RACE,nigga;trash;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,Black people,,1,1,NONE,GROUP:OTHER,nigga ;,GROUP:OTHER;,DEROGATORY LANGUAGE,other,,0,0,NONE,NONE,,,NONE,NONE,,1,1,True
870497071932899329,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872825124554248192,1,1,NONE,GROUP:GENDER,Blonde mature slut playing with her old pussy;,GROUP:GENDER;,DEROGATORY LANGUAGE,Women,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
874151237679284224,1,1,NONE,GROUP:IDEOLOGY,tease ;,GROUP:BODY;,DEROGATORY LANGUAGE,religion,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,GROUP:BODY,tease her pussy and orgasm;,GROUP:BODY;,NONE,tease her pussy and orgasm,,0,0,True
872292787693252610,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,;,GROUP:BODY;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873080729634091008,1,1,DEROGATORY LANGUAGE,GROUP:RACE,Aristocrats;FUCK;,GROUP:RACE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872640805890142208,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
873063889528692737,0,0,NONE,NONE,,,NONE,NONE,Tweet simply refers to immigrants moving to a different location,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
869715241088823296,0,0,NONE,NONE,,,NONE,NONE,,1,1,INCITE VIOLENCE,GROUP:OTHER,killed;,INCITE VIOLENCE;,INCITE VIOLENCE,Other,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871556616042270720,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,slave;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,female,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871133263976443905,1,1,DEROGATORY LANGUAGE,GROUP:RELIGION,fucking;muslim;cunts;,DEROGATORY LANGUAGE;GROUP:RELIGION;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,cunts;,DEROGATORY LANGUAGE;,NONE,Muslims,,0,0,NONE,NONE,,,NONE,NONE,,1,1,True
874169860363882496,0,0,NONE,NONE,fun ;,GROUP:GENDER;,NONE,none,,0,0,DEROGATORY LANGUAGE,NONE,fucking trash;,DEROGATORY LANGUAGE;,NONE,None,,1,0,DEROGATORY LANGUAGE,NONE,fucking trash.;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,"so fucking what Rosie, let them be, they have gorgeous bodies",,0,0,True
875979715122667520,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
876186913761132544,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,None,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
869765497251930112,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
874681326410006528,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,GROUP:IDEOLOGY,white supremacists;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,True
871761121904078849,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,INCITE VIOLENCE,GROUP:RACE,ignorant ;Russians ;,INCITE VIOLENCE;GROUP:RACE;,INCITE VIOLENCE,group race,,0,0,True
870550247335800834,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:SEXUAL_ORIENTATION,"dropping BIGBANG over shit like dating, fucking, ;",GROUP:SEXUAL_ORIENTATION;,DEROGATORY LANGUAGE," dropping BIGBANG over shit like dating, fucking, ",,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871397563836096513,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871154185143820288,0,0,NONE,NONE,;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873556997064544258,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,starts ;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870489765459640320,0,0,NONE,GROUP:SEXUAL_ORIENTATION,hetero;,GROUP:SEXUAL_ORIENTATION;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871254257047142400,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,0,NONE,NONE,can't criticise Mohammed;,GROUP:RELIGION;,NONE,can't criticise Mohammed,,0,0,True
876442112006524928,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872813581829636099,1,0,NONE,GROUP:GENDER,Females r so dramatic;,GROUP:GENDER;,NONE,Females r so dramatic,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873861675505418244,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:OTHER,Harris ;,GROUP:OTHER;,DEROGATORY LANGUAGE,other,,0,0,True
870241051612561408,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,Crappy;,DEROGATORY LANGUAGE;,NONE,Capitalists,,1,0,NONE,GROUP:IDEOLOGY,Crappy Ass;Political Ideology;,GROUP:BODY;GROUP:IDEOLOGY;,NONE,"group body, ideology",,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,CAPITALISM;Crappy Ass;,GROUP:IDEOLOGY;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,capitalism,,1,1,True
873102628095311872,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873819820537597952,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
873316990592704513,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871196329510174721,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,None,,0,0,True
874381161006583808,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
876451809224773632,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,she's being disrespectful ;shut up;,GROUP:GENDER;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,individual,,0,0,NONE,NONE,think ;,GROUP:GENDER;,NONE,none,,0,0,True
871158211705004033,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,terroist attack;cunt;,INCITE VIOLENCE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,other,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873746852230725632,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,1,NONE,GROUP:OTHER,,,INCITE VIOLENCE,violene,violene,0,0,True
875010419852808192,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,none,,0,0,True
870855336810303488,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,CRAZY BITCH;NATIONAL EMBARRASSMENT;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,other,,0,0,NONE,NONE,,,NONE,NONE,,1,1,INCITE VIOLENCE,GROUP:GENDER,CRAZY BITCH;MUZZLE HER;,DEROGATORY LANGUAGE;INCITE VIOLENCE;,DEROGATORY LANGUAGE,women,,1,1,True
870745785775804416,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
869985312331714560,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871098853918777344,1,1,DEROGATORY LANGUAGE,GROUP:RACE,nigga;nigga;SHIT;,GROUP:RACE;GROUP:RACE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871034840426086400,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871220476126740480,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RELIGION,Muslim ;deport your ass;,GROUP:RELIGION;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,Religion,Using Derogatory language against muslims,0,0,True
874251104065798144,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,None,,0,0,True
876154978309742592,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,GROUP:IDEOLOGY,white;feminists;,GROUP:RACE;GROUP:IDEOLOGY;,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,i'm sick of white feminists;zionist;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,white feminists ,,0,0,True
871632327444660224,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:BODY,Filthy blonde bitch ;,GROUP:BODY;,DEROGATORY LANGUAGE,fllthy blonde bitch,,0,0,True
870892947126054913,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
871397081499353088,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875238837458522113,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
876049487378038784,0,0,NONE,NONE,Jews;,GROUP:RACE;,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,ownvoices ;,GROUP:GENDER;,NONE,none,,0,0,True
871034211309727744,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872025346295685121,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,watching all these liberals cry;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,liberals,,0,0,True
876110279637073920,1,1,NONE,GROUP:OTHER,Reyes ;,GROUP:OTHER;,DEROGATORY LANGUAGE,other,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
874509477378183169,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872409926227853312,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,True
873963924244365312,0,0,NONE,NONE,,,NONE,NONE,,1,0,NONE,GROUP:RACE,racist shit;,GROUP:RACE;,NONE,race,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
869989611488948225,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871240009021607936,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,ass;fucking;muslim;,GROUP:BODY;DEROGATORY LANGUAGE;GROUP:RELIGION;,DEROGATORY LANGUAGE,women,,0,0,NONE,NONE,contest ;,GROUP:GENDER;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871033858984214528,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871213492619153408,1,1,INCITE VIOLENCE,GROUP:RELIGION,Muslims;Islamic terrorist problem;,GROUP:IDEOLOGY;INCITE VIOLENCE;,INCITE VIOLENCE,Islam,,1,1,DEROGATORY LANGUAGE,GROUP:RELIGION,terrorist;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,Muslims,Terrorism can't be specific to one religion,0,0,NONE,NONE,,,NONE,NONE,,1,1,True
873535383816024064,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,minutes ;,GROUP:GENDER;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875337042892398592,1,1,INCITE VIOLENCE,GROUP:OTHER,genocide;,INCITE VIOLENCE;,INCITE VIOLENCE,other,,0,0,NONE,NONE,,,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,Flint;shit;genocide;,GROUP:RACE;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,NONE,None,Seems that it Targets Flint residents,1,1,True
871515448944332801,1,0,DEROGATORY LANGUAGE,NONE,Shut. The. Fuck. Up;devil;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,can't tell,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873890104510697472,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,None,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
876384931030728705,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
872585311037116416,0,0,NONE,NONE,how ;,GROUP:IDEOLOGY;,NONE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:GENDER,how she can claim to be a feminist;feminist;,GROUP:GENDER;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,individual,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870483729864507393,0,0,NONE,GROUP:RACE,racist;,GROUP:IDEOLOGY;,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
871480854316556288,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870745622202040321,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,SeGrEgAtEd ;,GROUP:GENDER;,NONE,none,,0,0,True
874168673388331008,0,0,NONE,NONE,,,NONE,NONE,Porn tweet.,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873759204477194240,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,none,,0,0,True
870525295396126720,0,0,NONE,NONE,black ;,GROUP:GENDER;,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
869791426447650817,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:IDEOLOGY,work;,GROUP:BODY;,DEROGATORY LANGUAGE,religion,,0,0,True
874316904277581824,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,None,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
873835960235991041,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,arab ;,GROUP:GENDER;,NONE,none,,0,0,True
871034957891764225,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:OTHER,shit ;,GROUP:OTHER;,DEROGATORY LANGUAGE,other,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875303681431699456,0,0,NONE,NONE,,,NONE,NONE,,1,1,NONE,GROUP:GENDER,She was just plain racist and islamophobic;,GROUP:GENDER;,DEROGATORY LANGUAGE,individual,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
870592513345806336,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
875064874518274048,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,shit;DEMOCRATS;,DEROGATORY LANGUAGE;GROUP:IDEOLOGY;,DEROGATORY LANGUAGE,NONE,,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,the shit ;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,DC DEMOCRATS,,0,0,NONE,NONE,,,NONE,NONE,,1,1,True
872124499663220736,0,0,NONE,NONE,,,NONE,NONE,,0,0,NONE,NONE,,,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,0,0,True
