tweetID,final_label1,hate_auto_label1,expliciteHateType1,hatecategory1,highlighted_terms1,highlighted_terms_label1,ImplicithateType1,Implicitcategory1,Implicittaret1,rationale1,final_label2,hate_auto_label2,expliciteHateType2,hatecategory2,highlighted_terms2,highlighted_terms_label2,ImplicithateType2,Implicitcategory2,Implicittaret2,rationale2,final_label3,hate_auto_label3,expliciteHateType3,hatecategory3,highlighted_terms3,highlighted_terms_label3,ImplicithateType3,Implicitcategory3,Implicittaret3,rationale3,majority_label,majority_label_auto,auto_manual_agrees
1035976805730070528,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,DEROGATORY LANGUAGE,NONE,nigga;shit;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
987777487361884160,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,None,nothing hateful,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Kamala;you shouldn't be a US Senator.;You are an ungrateful;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,KAMALA HARRIS,HATE AGAINST VICE PRESIDENT KAMALA HARRIS,0,0,True
979141281225019392,0,1,DEROGATORY LANGUAGE,NONE,cool ass female;bitches;,DEROGATORY LANGUAGE;GROUP:GENDER;,NONE,NONE,none,"A female user used a slur to describe other females. I don't think she was impying those other females are actual ""bitches"", so, no hate here.",0,0,NONE,NONE,,,NONE,NONE,,,1,1,DEROGATORY LANGUAGE,NONE,cool ass female;bitches;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,female,This tweet is in DEROGATORY LANGUAGE. thank you,0,1,False
909519064434974720,1,1,INCITE VIOLENCE,TARGETED INDIVIDUAL,sebastian;fuck that guy;,TARGETED INDIVIDUAL;INCITE VIOLENCE;,NONE,NONE,none,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,trump;SHIT;fuck that guy;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,NONE,NONE,NONE,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,\what do u think of trump?\ everyone uhhhh no comment sebastian he's SHIT fuck that guy;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,trump,,1,1,True
960411302102319104,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,is a bitch;Trumpfluffer;MagaMoron;,DEROGATORY LANGUAGE;TARGETED INDIVIDUAL;GROUP:IDEOLOGY;,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,Trump supporters,,1,1,INCITE VIOLENCE,TARGETED INDIVIDUAL,bitch;Trumpfluffer;MagaMoron;,DEROGATORY LANGUAGE;TARGETED INDIVIDUAL;INCITE VIOLENCE;,INCITE VIOLENCE,GROUP:GENDER,Individual,This tweet is in DEROGATORY LANGUAGE language. thank you,0,0,NONE,NONE,,,NONE,NONE,,,1,1,True
1003361784567402497,1,1,NONE,TARGETED INDIVIDUAL,political rag;,TARGETED INDIVIDUAL;,DEROGATORY LANGUAGE,GROUP:GENDER, individual ,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,political rag;Obama ;,DEROGATORY LANGUAGE;TARGETED INDIVIDUAL;,NONE,NONE,NONE,This tweet explicitly refers to calling Obama a political rag which is degrading. ,1,1,NONE,NONE,Obama;,TARGETED INDIVIDUAL;,DEROGATORY LANGUAGE,GROUP:GENDER,Individual(Obama),This tweet is hateful against Obama. thank you,1,1,True
964935903348080640,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,True
976174163466555392,0,0,DEROGATORY LANGUAGE,NONE,nigga;,DEROGATORY LANGUAGE;,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,NONE,"Normal tweet, it just has foul language",0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
987415988680392705,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,you;ass;shit;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:OTHER,author,,0,0,NONE,TARGETED INDIVIDUAL,Trump;,TARGETED INDIVIDUAL;,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
979751116215857159,0,0,NONE,NONE,,,NONE,NONE,NONE,"nothing hateful, just swear word",0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,TARGETED INDIVIDUAL,You can't make this shit up. The office that vets Trump appointees qualifications and experience is plagued by inexperience a…;,GROUP:OTHER;,NONE,NONE,Trump,,0,0,True
901471952442970112,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,DEROGATORY LANGUAGE,NONE,quick porn charlotte stokely milf ass russian fuck turk sex;,DEROGATORY LANGUAGE;,NONE,NONE,none,the tweet is just a bunch of random profanity.,1,1,NONE,GROUP:RACE,milf ass russian fuck turk sex;,GROUP:RACE;,DEROGATORY LANGUAGE,GROUP:RACE,Russian,This tweet is in DEROGATORY LANGUAGE. thank you,0,0,True
960379484145946626,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Ass;Trump;jr;,DEROGATORY LANGUAGE;TARGETED INDIVIDUAL;TARGETED INDIVIDUAL;,DEROGATORY LANGUAGE,NONE,Trump JR,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,"Dumb Ass;Trump, jr ;daddy wanna be;idiot;",DEROGATORY LANGUAGE;TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,NONE,NONE,,,0,0,NONE,TARGETED INDIVIDUAL,,,NONE,NONE,Trump Jr,,1,1,True
916694688102518784,0,0,DEROGATORY LANGUAGE,NONE,FUCK;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,Vulgar language,,0,0,NONE,NONE,,,NONE,NONE,NONE,"nothing hateful, tweet sounds like a rant ",0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,True
999330886461030400,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,bitch;fuck;liberal;panties in a bunch;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;GROUP:IDEOLOGY;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,Liberals,this tweet is hateful against liberals,0,0,NONE,GROUP:IDEOLOGY,liberal;,GROUP:IDEOLOGY;,NONE,NONE,,,1,1,INCITE VIOLENCE,TARGETED INDIVIDUAL,bitch;fuck liberal;his panties in a bunch;,DEROGATORY LANGUAGE;INCITE VIOLENCE;TARGETED INDIVIDUAL;,DEROGATORY LANGUAGE,GROUP:GENDER,individual,,1,1,True
968336242390781952,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,bitch;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,individual ,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,bitch;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,Individual,This Tweet is hateful,1,1,NONE,GROUP:GENDER,This bitch is pretending to be a black trump supporter using Monique Coleman from high school musical as her avi  https…;,GROUP:GENDER;,DEROGATORY LANGUAGE,GROUP:GENDER,group,,1,1,True
901446811793195008,0,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Trump ;pussy grabbing racist;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,Donald Trump,foul language,0,0,NONE,GROUP:IDEOLOGY,,,NONE,NONE,Trump voters,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,pussy grabbing racist;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,Individual,This tweet is in DEROGATORY LANGUAGE. thank you,0,1,False
960955009742639105,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,NONE,nothing hateful,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,True
909509824366481408,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,NONE,Normal tweet with swear words,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
916027663730352128,1,1,DEROGATORY LANGUAGE,GROUP:RACE,white people;dumb bitch ;,GROUP:RACE;DEROGATORY LANGUAGE;,NONE,NONE,none,,1,1,DEROGATORY LANGUAGE,GROUP:RACE,white people;dumb bitch;,GROUP:RACE;DEROGATORY LANGUAGE;,NONE,NONE,NONE,"This tweet categorizes white people as a dumb bitch, therefore it is derogatory.",0,0,NONE,NONE,,,NONE,NONE,,,1,1,True
999331494626807808,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,none,"normal tweet, with foul language",0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
916025197462831104,0,0,NONE,TARGETED INDIVIDUAL,Trump;,TARGETED INDIVIDUAL;,NONE,NONE,none,,0,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Where you disheartened when Trump called players Son if Bitch...;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:OTHER,Trump,,1,1,DEROGATORY LANGUAGE,GROUP:BODY,players;Bitch;,GROUP:BODY;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:BODY,Players,,0,1,False
1050837656798679041,0,0,NONE,NONE,,,NONE,NONE,NONE,"nothing hateful, just foul language",1,1,DEROGATORY LANGUAGE,GROUP:OTHER,shut the fuck up;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:OTHER,group,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
1013091022149046273,0,0,NONE,NONE,Trump;,TARGETED INDIVIDUAL;,NONE,NONE,,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,ItTookZeroEffort to make Trump my bitch;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,targeted individual,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Trump ;my bitch;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;,NONE,NONE,NONE,"In this tweet, the phrase ""my bitch"" means my slave. It is therefore a derogatory way of calling Trump a slave.",1,1,True
903236592617250816,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,ass bitch Donald J Trump;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,Individual,This tweet is in DEROGATORY LANGUAGE. thank you,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,punk ass bitch;Donald J Trump;removed by gunpoint;ur 2 stupid 2 n incapable ;,DEROGATORY LANGUAGE;TARGETED INDIVIDUAL;INCITE VIOLENCE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,Donald Trump,the comment is angry and involves the potential use of a gun,1,1,INCITE VIOLENCE,TARGETED INDIVIDUAL,punk ass bitch;Donald J Trump;removed by gunpoint ;,DEROGATORY LANGUAGE;TARGETED INDIVIDUAL;INCITE VIOLENCE;,NONE,NONE,,,1,1,True
916712752969863168,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,,1,1,INCITE VIOLENCE,GROUP:GENDER,On facebook looking at a chick begging another chick not to be a hoe. lmaoo this shit is hilarious;,INCITE VIOLENCE;,INCITE VIOLENCE,GROUP:GENDER,none,,0,0,True
975777717814812673,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,TARGETED INDIVIDUAL,Can he send some of that unearned privilege my way;,TARGETED INDIVIDUAL;,NONE,NONE,targeted individual ,,0,0,True
987420552091533312,0,0,DEROGATORY LANGUAGE,NONE,FUCK;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,None,,0,0,NONE,NONE,,,NONE,NONE,none,"nothing hateful, just foul language",0,0,NONE,NONE,,,NONE,NONE,none,,0,0,True
968351429965631489,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,None,Normal tweet,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
968364910479593472,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,True
1035961177757503488,0,0,NONE,NONE,,,NONE,NONE,NONE,"Normal tweet, just some swear words",0,0,NONE,NONE,,,NONE,NONE,,,1,0,DEROGATORY LANGUAGE,NONE,unfollow me;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,none,Not able to tell the target,0,0,True
862186004052103169,0,0,NONE,TARGETED INDIVIDUAL,Trump;,TARGETED INDIVIDUAL;,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,NONE,Normal tweet,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
975801864443846656,0,0,NONE,NONE,,,NONE,NONE,,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Trump;bitch;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER, individual,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,bitch;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,individual,This tweet is hateful,1,1,True
870478596053147649,1,1,INCITE VIOLENCE,GROUP:RACE,Russian handbook from 1997 on \taking over the world\ and Putin is lit…;,INCITE VIOLENCE;,INCITE VIOLENCE,GROUP:RACE,Russian,This tweet is in DEROGATORY LANGUAGE. thank you,0,0,NONE,NONE,Putin;,TARGETED INDIVIDUAL;,NONE,NONE,Putin,,1,0,NONE,NONE,,,NONE,GROUP:RACE,Russians,,1,0,False
960924471036018688,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,NONE,Normal tweet,0,0,True
979145068660523008,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,illegally married ;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER, individual,,0,0,True
1008436225525600261,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,FUCK YOU AND FUCK TRUMP;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,Individual,This tweet is in DEROGATORY LANGUAGE language. thank you,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,IF YOU GET OFFENDED BY CURSE WORDS BUT NOT BY MIGRANT CHILDREN IN PRISON CAMPS THEN FUCK YOU AND FUCK TRUMP;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:OTHER,group,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,FUCK YOU AND FUCK TRUMP;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,individual,,1,1,True
1000457812084903936,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,FUCKS;FUCKING;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:OTHER,Maga Group,,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,STUPID;MORONS;STUPID FUCKS;FUCKING;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,MAGA,"In this tweet, the terms “stupid” and “morons” are used to degrade the group MAGA.",0,0,NONE,NONE,,,NONE,NONE,,,1,1,True
999333369510027264,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,fuck;trump;,DEROGATORY LANGUAGE;TARGETED INDIVIDUAL;,DEROGATORY LANGUAGE,GROUP:GENDER,individual,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,none,"nothing hateful, just a political opinion",0,0,True
960962458830557184,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,None,Normal tweet,0,0,NONE,TARGETED INDIVIDUAL,Trump;,TARGETED INDIVIDUAL;,NONE,NONE,none,,0,0,True
916010806818557953,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,TARGETED INDIVIDUAL,librarian;,TARGETED INDIVIDUAL;,NONE,NONE,none,,0,0,True
979125628078252032,1,1,NONE,GROUP:SEXUAL_ORIENTATION,y’all homophobics coming at Ten for recommending gay movies I hope you choke you bitches don’t deserve such a beautiful soul li…;,GROUP:SEXUAL_ORIENTATION;,INCITE VIOLENCE,GROUP:SEXUAL_ORIENTATION,group,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,True
870674381940310017,1,1,NONE,GROUP:RELIGION,mp; Islam;,GROUP:RELIGION;,DEROGATORY LANGUAGE,GROUP:RELIGION,Islam,this tweet is hateful. thank you,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Raise;Feminist Son;hate and accuse;,INCITE VIOLENCE;TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,group,,0,0,NONE,NONE,,,NONE,NONE,NONE,,1,1,True
882786793711685632,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,None,Normal tweet,0,0,True
1035966974277427203,0,0,NONE,NONE,,,NONE,NONE,NONE,normal tweet,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,True
960952103115124736,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,NONE,"Normal tweet, politics commentary",0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
996104334218850305,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,none,This tweet is in DEROGATORY LANGUAGE. thank you,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,True
979389772740354051,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,NONE,"Normal tweet, just some foul language",0,0,True
874786435651514369,0,0,NONE,NONE,,,NONE,NONE,none,random comment with foul language,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
976146686572748800,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,True
1008414847162339329,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,#NoDACA #NoAmnesty #BuildTheWall - Illegal immigrants protected by DACA are getting jobs over unemployed Amer…;,GROUP:OTHER;,NONE,GROUP:OTHER,none,,0,0,NONE,GROUP:OTHER,Illegal immigrants;,GROUP:OTHER;,NONE,NONE,,,0,0,True
973596180616765440,0,0,NONE,GROUP:IDEOLOGY,LIBERALS;,GROUP:IDEOLOGY;,NONE,NONE,,,1,1,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,SHUT THE FUCK UP;LIBERALS!;,DEROGATORY LANGUAGE;GROUP:IDEOLOGY;,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,Liberals,This tweet is in DEROGATORY LANGUAGE. thank you,1,1,INCITE VIOLENCE,GROUP:OTHER,HELL YEAH DONALD TRUMP INNOCENT SHUT THE FUCK UP LIBERALS!;,INCITE VIOLENCE;,INCITE VIOLENCE,GROUP:OTHER,group,,1,1,True
901419896956796929,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
1000427256559427584,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,TARGETED INDIVIDUAL,Trump;,TARGETED INDIVIDUAL;,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,True
1050819180918919170,0,0,NONE,NONE,,,NONE,NONE,,,0,0,DEROGATORY LANGUAGE,NONE,nigga;,DEROGATORY LANGUAGE;,NONE,NONE,None,,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,True
960951889188634624,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,True
976174125680152576,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,,1,1,NONE,GROUP:RACE,whiteslave;,GROUP:RACE;,DEROGATORY LANGUAGE,GROUP:RACE,White,This tweet is in DEROGATORY LANGUAGE language. thank you,0,0,True
1008429342664331264,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,none,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,fucking lady;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,individual,,0,0,True
882774701512294404,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,FAGGOT;DUMB FAGGOT;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:OTHER,Other,This tweet is hateful,1,1,DEROGATORY LANGUAGE,GROUP:SEXUAL_ORIENTATION,YOU DUMB FAGGOT;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:SEXUAL_ORIENTATION,individual,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,FAGGOT; DUMB;FAGGOT;,GROUP:SEXUAL_ORIENTATION;DEROGATORY LANGUAGE;GROUP:SEXUAL_ORIENTATION;,NONE,NONE,none,"I don't really get the context, but the user sure is mad at someone.",1,1,True
994615696058470401,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,True
968337139980230656,0,0,NONE,NONE,,,NONE,NONE,none,,1,1,DEROGATORY LANGUAGE,GROUP:OTHER,Step Brother Fuck Step Sister Sexy Black Girl Russian Amateur Babe Big Ass;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:OTHER,other,this tweet is hateful,1,1,NONE,GROUP:GENDER,Step Brother Fuck Step Sister Sexy Black Girl Russian Amateur Babe Big Ass;,GROUP:RACE;,INCITE VIOLENCE,GROUP:RACE,RACE,,1,1,True
862192937223901184,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,TARGETED INDIVIDUAL,trump;,TARGETED INDIVIDUAL;,NONE,NONE,None,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,trump;Karma is a bitch;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;,NONE,NONE,none,,0,0,True
994652253607923714,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,'craziest son of a bitch in the race' ;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,Individual,This tweet is in DEROGATORY LANGUAGE. thank you,0,0,NONE,NONE,,,NONE,NONE,none,"nothing hateful, just a politics comment against republicans",0,0,NONE,NONE,,,NONE,NONE,n,,0,0,True
974700117243711489,0,0,NONE,TARGETED INDIVIDUAL,Trump;,TARGETED INDIVIDUAL;,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,True
973633270876291072,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,TARGETED INDIVIDUAL,trump;,TARGETED INDIVIDUAL;,NONE,NONE,Trump,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,trump;but gotta get his shit together;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:IDEOLOGY,PRESIDENT TRUMP,HATE AGAINST PRESIDENT TRUMP,0,0,True
1012420629780467713,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,none,,1,1,DEROGATORY LANGUAGE,NONE,fake bitch;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,Individual,,0,0,True
870672523884732416,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,NONE,seems like a normal tweet,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
965638638045315072,0,0,NONE,NONE,,,NONE,NONE,,,0,1,DEROGATORY LANGUAGE,NONE,simps;Niggas;unning thru her like a finish line;,DEROGATORY LANGUAGE;GROUP:RACE;DEROGATORY LANGUAGE;,NONE,NONE,NONE,"The user is talking about the sexual behavior of females that attend a specific sport event. 
He do use a racial slur, but I'd argue that he's probably black and is using the word as a synonym to ""dudes"".
He's not being hateful towards black people, in my opinion.",0,0,NONE,NONE,,,NONE,GROUP:BODY,none,tweet has foul language but i dont seem nothing hateful against any individual or group.,0,0,True
987372271441469440,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,"Dude, shut your stupid ass up. You’re just a puppet for Donald Trump. You both are crooked sons of bitches.;",DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,NONE,targeted individual,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,shut your stupid ass up;puppet for Donald Trump;crooked sons of bitches.;,DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,individual,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,stupid ass up;,DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,Individual,This tweet is in DEROGATORY LANGUAGE. thank you,1,1,True
865425705420546048,0,0,DEROGATORY LANGUAGE,NONE,fuck;,DEROGATORY LANGUAGE;,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,None,Nothing hateful toward a group or individual,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
916751315375550465,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Ronna;pussy;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:OTHER,Ronna,,1,1,DEROGATORY LANGUAGE,TARGETED INDIVIDUAL,Ronna;grabbed your pussy;,TARGETED INDIVIDUAL;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:GENDER,Ronna,This is a sexual harrassment tweet with sexism nature,0,0,NONE,NONE,,,NONE,NONE,,,1,1,True
960947036395892736,0,0,NONE,NONE,,,NONE,NONE,none,,0,0,NONE,NONE,,,NONE,NONE,NONE,,0,0,NONE,NONE,,,NONE,NONE,,,0,0,True
1035608847837220864,0,0,NONE,NONE,,,NONE,NONE,,,0,0,NONE,NONE,,,NONE,NONE,None,"Normal tweet, nothing hateful",1,1,DEROGATORY LANGUAGE,GROUP:RACE,white people;shut up;,GROUP:RACE;DEROGATORY LANGUAGE;,DEROGATORY LANGUAGE,GROUP:RACE,group,,0,0,True
973629059778449409,1,0,NONE,NONE,,,NONE,GROUP:RACE,Russians,,0,0,NONE,NONE,,,NONE,NONE,none,,1,1,NONE,GROUP:RACE,,,DEROGATORY LANGUAGE,GROUP:RACE,Russians,this tweet is hateful against Russians,1,0,False
